Minerals,SiO2,Al2O3,Fe2O3,Na2O,CaO,MgO,FeO,K2O,P2O5,MnO,Mn2O3,TiO2,H2O,CO2,F,Cl,Li2O,BeO,B2O3,SnO2,C2O3,WO3,CuO,Cu2O,PbO,ZnO,BaO,SrO,VO2,V2O3,V2O5,CrO,Cr2O3,NiO,CoO,SO2,As2O3,As2O5,SO3,S2O5,Sb2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Eu2O3,Gd2O3,Tb2O3,Dy2O3,Ho2O3,Er2O3,Tm2O3,Yb2O3,Lu2O3,REE2O3,Sc2O3,Y2O3,HfO2,ZrO2,ThO2,UO2,UO3,U2O3,Ga2O3,Ta2O5,Nb2O5
Rhabdophane-(Nd),0,0,0,0,0,0,0,0,27.81,0,0,0,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.15,6.43,0,39.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piergorite-(Ce),24.13,1.5,2.13,0,31.35,0.05,0,0,0,0.33,0,0.69,0.6,0,1.22,0.24,0.49,0.6,18.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,6.35,0.66,1.57,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0.45,0,0.16,5.81,0.72,0,0,0,0,0
Allanite-(La),32.08,17.56,5.3,0,12.86,0.32,8.5,0,0,0,0,0.1,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41,6.06,3.13,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.28,0,0,0,0,0,0
Ningyoite,0,0,0,0,6.07,0,0,0,25.59,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.42,0,0,0,0,0
Ewaldite,0,0,0,3.15,9.51,0,0,0,0,0,0,0,0,29.86,0,0,0,0,0,0,0,0,0,0,0,0,39.01,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0
Manganiandrosite-(La),30.28,8.56,0,0,2.83,0,0,0,0,20.86,13.26,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.68,5.51,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kukharenkoite-(La),0,0,0,0.26,1.02,0,0,0.31,0,0,0,0,0,21.57,3.42,0,0,0,0,0,0,0,0,0,0,0,44.53,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,11.29,5.42,0.82,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59,0,0,0,0,0,0
Arsenoflorencite-(Nd),0,18.78,9.8,0,0,0,0,0,3.49,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,31.98,0,0,0,5.33,5.37,0,13.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petersite-(Y),0,0,0,0,0.6,0,0,0,22.96,0,0,0,11.66,0,0,0,0,0,0,0,0,0,51.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,6.09,0,0,0,0,0,0,0,0,0
Chukhrovite-(Y),0,12.76,0,0,21.05,0,0,0,0,0,0,0,22.54,0,30.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0
Agardite-(Ce),0.95,0,0,0,1.2,0,0.34,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,42.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,0,0.34,0,2.28,5.06,0,2.36,0.49,0.33,0.51,0,0.17,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0
Polycrase-(Y),0,0,0,0,1.5,0,0,0,0,0,0,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,0,0,7.08,0,7.67,0,0,17.77,21.38
Zirkelite,0,0,0,0,8.79,0,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.19,6.9,0,0,0,0,0,17.36
Euxenite-(Y),0,0,0,0,2.86,0,0,0,0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0,0,0,0,0,0,0,22.53,47.43
Loranskite-(Y),0,0,0,0,3.62,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.16,0,23.88,0,0,0,0,0,52.34,0
Tanteuxenite-(Y),0,0,0,0,2.33,0,0,0,0,0,0,3.32,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44,0,0,0,0,0,0,0,64.33,11.06
Carbokentbrooksite,48.33,0,0,10.79,11.25,0,0,0.54,0,1.25,0,0.44,1.25,0.83,0,0.31,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,3.15,0.26,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,11.72,0,0,0,0,0,0,3.75
Johnsenite-(Ce),44.47,0,0,10.78,9.26,0,1.66,0.27,0,5.59,0,0.76,0.33,1.3,0,0.79,0,0,0,0,0,5.36,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,3.11,1.17,0.9,0.1,0,0.32,0,0.17,0,0,0,0,0,0,0,0.74,0.06,9.9,0,0,0,0,0,0,0.83
Ilmajokite,33.13,0,0,8.54,0,0,0,0,0,0,0,14.68,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loveringite,0,1.21,0,0,2.34,2.16,14.55,0,0,0,0,59.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,8.91,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0
Arsenoflorencite-(La),0,27.09,0,0,0,0,0,0,3.77,0,0,0,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,28.5,4.25,0,0,14.43,2.91,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0
Hibonite,0,74.8,0,0,6.33,0.28,7.1,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calciopetersite,0.53,0,0,0,4.45,0,0,0.1,21.2,0,0,0,12.56,0,0,0,0,0,0,0,0,0,51.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0.72,1.99,0.18,1.48,0,0,0,0,0.41,0,0,0,0.22,0,0,0,1.62,0,0,0,0,0,0,0,0,0
Davidite-(La),0,0,21.45,0,0.3,0,0,0,0,0,0,64.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,3.63,0,0,0,0,0
Astrocyanite-(Ce),0,0,0,0,0,0,0,0,0,0,0,0,7.01,23.13,0,0,0,0,0,0,0,0,0,15.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,1.73,3.47,10.61,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.38,0,0,0,0,0
Ikranite,49.15,0,4.83,7.99,6.32,0,0.39,0.44,0,3.42,0,0.38,7.74,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.55,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,14.02,0,0,0,0,0,0,0.29
Hingganite-(Y),28.68,0,0,0,3.62,0,3.81,0,0,0,0,0,3.22,0,0,0,0,11.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1.51,0.38,2.33,1.21,0,2.51,0.42,2.58,1.31,1.76,0.44,2.27,0.92,0,0,31.5,0,0,0,0,0,0,0,0,0
Bario-olgite,0,0,0,14.82,0.25,0,0,0.84,31.72,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.52,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voronkovite,49.8,0.15,0,15.94,3.1,0,3.54,0.29,0,4.67,0,0.33,1.57,0,0.21,0.44,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,1.36,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,14.19,0,0,0,0,0,0,0.89
Chukhrovite-(Nd),0,12.07,0,0,20.02,0,0,0,0,0,0,0,24.95,0,28.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43,0,0,2.28,1.34,1.35,6.28,1.83,0,1.06,0,0.44,0.22,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0
Natrokomarovite,17.67,0,0,12.31,3.3,0,0,0,0,0,0,3.52,5.3,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.73
Menezesite,0.26,0.06,0,0.07,0.63,1.36,0.59,0.9,0,0.59,0,9.34,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,12.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,5.23,0.19,0,0,0,2.86,44.15
Crichtonite,0,0,11.71,0,0,0,12.56,0,0,0,3.12,63.54,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0
Plumboagardite,1.48,0,1.53,0,1.43,0,0,0,0.32,0,0,0,10.39,0,0,0,0,0,0,0,0,0,40.52,0,8.95,0,0,0,0,0,0,0,0,0,0,0,0,29.74,0,0,0,1.93,0.9,0.15,1.23,0.16,0,0.17,0,0.17,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0
Gramaccioliite-(Y),0,0,0,0,0.12,0,21.64,0,0,1.44,0,59.3,0,0,0,0,0,0,0,0,0,0,0,0,7.47,0.98,0.17,1.54,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.18,0.72,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0.29,0,0,0.29
Lakargiite,0.03,0.03,2.47,0,31.05,0.02,0,0,0,0,0,7.9,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0.12,0,0.13,0,0,0.34,0,0,0,0,0,0,0,0,0.55,0.55,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.39,0.13,0.95,40.32,0.89,0,2.25,0,0,0.12,0.52
Arapovite,53.55,0,0,2.52,8.06,0,0,4.46,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.55,0,0.56,0.19,0.2,0,0,0.21,0,0,0,0,0,0,0,0,0,0,10.59,16.54,0,0,0,0,0
Kochite,32.5,0.07,0,10.64,22.02,0,1.1,0,0,5.04,0,8.7,0,0,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.22,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.14,12.44,0,0,0,0,0,0,1.94
Francoisite-(Nd),0,0,0,0,0,0,0,0,10.85,0,0,0,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,2.71,0.84,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,69.49,0,0,0,0,0
Stavelotite-(La),20.82,3.41,13.5,0,0.34,1.09,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,8.66,0.45,0,3.5,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0
Nechelyustovite,27.3,0,0,7.75,1.34,0,0.33,0.91,0,5,0,20.6,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12
Mogovidite,47.03,0,3.85,9.98,18.38,0,1.36,0.37,0,0.69,0,0.23,1.27,1.48,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14,0,0,0,0,0,0,1.73
Golyshevite,50.65,0.14,4.61,9.56,12.17,0,1.23,0.48,0,0.7,0,0,1.35,1.58,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,0,0,0,0,0,0,2.73
Labyrinthite,50.42,0,0,16.89,10.81,0,2.58,1.12,0,1.01,0,0.68,1.59,0,0.11,1.71,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,0,0,0,0,0,0,0
Kapustinite,52.29,0,0,24.18,0.16,0,0.31,0,0,2.37,0,0.58,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,16.26,0,0.39,0,0,0,0,0
Samarskite-(Yb),0.42,0,0,0,2.21,0,2.67,0,0,1.07,0,0.69,0,0,0,0,0,0,0,0.58,0,3.12,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.21,0.05,0.65,0.45,0,0.58,0.29,3.22,0.6,3.55,0.62,6.06,1.02,0,0.26,2.02,0,1.03,10.57,10.89,0,0,0,15.85,30.98
Apatite-(CaOH)-M,0.19,0,0,3.29,50.12,0,0,0,33.23,0,0,0,1.39,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,9.01,0,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feklichevite,49.91,0,3.18,11.35,15.41,0,2.06,0,0,0.49,0,0.13,1.82,0,0.12,0.61,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,11.56,0,0,0,0,0,0,2.41
Manganokukisvumite,42.56,0.18,0,15.92,0.1,0.25,0.57,0.21,0,5.58,0,27.41,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71
Yakovenchukite-(Y),57.37,0,0,4.32,3.39,0,0,10.68,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.74,0,0.91,0.15,1.57,0,0,0,15.45,0,0,0.63,0,0,0,0,0,0
Taseqite,43.34,0,0,8.02,8.52,0,4.07,0.24,0,3.15,0,0,0.61,0,0,1.99,0,0,0,0.13,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.31,10.28,0,0,0,0,0,0.26,4.57
Calcybeborosilite-(Y),27.49,0,0,0,12.83,0,4.93,0,0,0,0,0,2.89,0,0.43,0,0,3.43,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.44,0,0,0,0,0,0,0,0,0,0,0
Kentbrooksite,38.51,0,0,7.15,5.75,0,0,0,0,1.82,0,0,0.92,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.45,0,0,0,9.48,0,0,0,0,0,0,3.41
Kamphaugite-(Y),0,0,0,0,17.62,0,0,0,0,0,0,0,8.69,30.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,28.16,0,0,0,0,0,0,0,0,0
Gerenite-(Y),41.33,0,0,1.78,9.64,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,0,29.13,0,0,0,0,0,0,0,0,0
Ciprianiite,23.34,2.37,2.94,0,24.98,0.2,0,0,0,0,0,0.77,0.47,0,0.9,0,0.06,1.99,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0,0,0,16.11,0.78,0,0,0,0,0
Kuliokite-(Y),17,7.21,0,0,0,0,0,0,0,0,0,0,2.8,0,13.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,57.51,0,0,0,0,0,0,0,0,0
Bijvoetite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,10.96,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,9.58,0,0,0,61.12,0,0,0,0,0
Mckelveyite-(Nd),0,0,0,1.36,6.14,0,0,0,0,0,0,0,31.54,19.26,0,0,0,0,0,0,0,0,0,0,0,0,25.17,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0
Miserite,51.44,0.05,0.34,0.07,33.17,0.09,0,6.71,0,0,0.25,0.09,2.36,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,2.18,0,0,0,0,0,0,0,0,0
Georgbarsanovite,46.01,0,0,11.02,10.71,0,5.56,0.34,0,2.56,0,0.12,0.48,0,0.35,1.19,0,0,0,0,0,0,0,0,0,0,0.14,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0.45,0.26,12.07,0,0,0,0,0,0,3.71
Mckelveyite-(Y),0,0,0,3.41,5.48,0,0,0,0,0,0,0,5.56,27.18,0,0,0,0,0,0,0,0,0,0,0,0,44.03,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,8.6,0,0,0,0,0,0,0,0,0
Abenakiite-(Ce),12.31,0,0,27.52,0,0,0,0,14.54,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.42,0,0,0,0,0,0,0,0,0,0,0
Calcioburbankite,0,0,0,15.57,16.91,0,0,0,0,0,0,0,0,36.86,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,0,0,0,0,0,0,0,0,0,0
Proshchenkoite-(Y),13.98,0,0,1.33,5.27,0,2.2,0,1.83,2.41,0,0.06,0,0,9.42,0,0,0,4.11,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.72,0,15.41,0,0,0.97,0,0,0,0,0,0
Zajacite-(Ce),0,0,0,10.5,23.76,0,0,0,0,0,0,0,0,0,38.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,0,0,0,0,0,0,0,0,0,0
Hundholmenite-(Y),16.09,1.52,0.79,1.23,7.79,0,0,0,0,0,0,0,0,0,6.03,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.32,0,26.87,0,0,0,0,0,0,0,0,0
IMA2008-024,28.57,0,0,7.37,26.66,0,0,0,0,0,0,2.37,0,0,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.97,0,0,0,0,0,0,0,0,0,0,11.85
IMA2009-005,19.42,0,0,0,12.08,0,0,0,7.65,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,0,48.65,0,0,0,0,0,0,0,0,0
Kapitsaite-(Y),35.12,0,0,0.22,2.76,0,0,1,0,0,0,0,0,0,1.34,0,0,0,8.58,0,0,0,0,0,3.14,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,7.95,0,0,0,0,0,0,0,0,0
Maoniupingite-(Ce),19.56,0,11.7,0,4.56,0,4.68,0,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.01,0,0,0,0,0,0,0,0,0,0,4.33
Calciogadolinite,25.35,0,16.84,0,11.83,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.43,0,0,0,0,0,0,0,0,0,0,0
Nioboaeschynite-(Y),0,0,2.38,0,4.71,0,0,0,0,0.12,0,19.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.49,0,5.82,0,0,12.89,0.66,0,0,0,4.19,33.88
Trimounsite-(Y),11.38,0,0,0,0,0,0,0,0,0,0,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.68,0,35.64,0,0,0,0,0,0,0,0,0
Strontiochevkinite,21.08,0,0,0,0,0,6.3,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.73,0,0,0,5.4,0,0,0,0,0,0,0
Churchite-(Dy),0,0,0,0,0,0,0,0,25,0,0,0,12.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,6.14,0,12.77,0,19.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decrespignyite-(Y),0,0,0,0,0.45,0,0,0,0,0,0,0,10.45,19.13,0,2.9,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.19,1.16,1,0,4.6,0.42,3.65,2.61,2.43,0,0,0,0,0,40.74,0,0,0,0,0,0,0,0,0
Moskvinite-(Y),60.24,0,0,10.67,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.58,0,1.21,0.31,2.8,0.63,1.28,0,0,0,0,0,14.53,0,0,0,0,0,0,0,0,0
Iwashiroite-(Y),0,0,0,0,0.18,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.16,0,2.38,0.6,1.83,0.62,3.15,0.64,0,0,29.2,0,0,0.84,0.86,0,0,0,40.92,16.55
Adamsite-(Y),0,0,0,9,0,0,0,0,0,0,0,0,31.4,25.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,5.42,0,2.78,0,0,0,0,0,22.96,0,0,0,0,0,0,0,0,0
Pyatenkoite-(Y),43.88,0,0,18.86,0,0,0,0,0,0,0,9.72,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,2.27,0,0,0,0,0,0,0,9.62,0,0,0,0,0,0,0,0,0
Mineevite-(Y),0,0,0,36.62,0,0,0,0,0,0,0,0,1.7,31.21,1.8,1.68,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,7.57,0,0,0,0,0,0,0,0,5.14,0,1.76,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0
